"WID","login_count","level"
W15228,9,10
W15229,57,31
W15230,133,26
W15231,5,5
W15232,90,24
W15233,187,31
W15234,3,3
W15235,3,1
W15236,1,1
W15237,2807,48
W15238,44,19
W15239,10,1
W15240,1,1
W15241,11,18
W15242,11,15
W15243,66,23
W15244,45,1
W15245,1,1
W15246,3,1
W15247,14,1
W15248,156,39
W15249,3,2
W15250,1,1
W15251,8,8
W15252,12,10
W15253,30,26
W15254,4,5
W15255,17,18
W15256,9,3
W15257,65,17
W15258,42,17
W15259,2,1
W15260,6,13
W15261,8,1
W15262,17,2
W15263,78,11
W15264,17,9
W15265,21,15
W15266,21,15
W15267,6,9
W15268,16,8
W15269,13,11
W15270,7,1
W15271,56,18
W15272,89,41
W15273,3,1
W15274,2,1
W15275,618,47
W15276,20,17
W15277,2,1
W15278,128,20
W15279,1,1
W15280,11,1
W15281,16,1
W15282,61,20
W15283,348,37
W15284,1,1
W15285,883,31
W15286,158,17
W15287,13,14
W15288,3,5
W15289,5,15
W15290,1,1
W15291,62,18
W15292,2,1
W15293,9,6
W15294,8,9
W15295,1,1
W15296,4,1
W15297,4,6
W15298,3,8
W15299,11,6
W15300,1,1
W15301,39,10
W15302,31,6
W15303,11,10
W15304,2,1
W15305,60,19
W15306,40,14
W15307,2,1
W15308,2,5
W15309,4,7
W15310,15,12
W15311,9,4
W15312,98,19
W15313,453,41
W15314,28,16
W15315,3,1
W15316,6,1
W15317,5,8
W15318,2,1
W15319,14,21
W15320,12,9
W15321,38,21
W15322,80,25
W15323,21,4
W15324,2,1
W15325,2,1
W15326,307,38
W15327,29,15
W15328,12,10
W15329,17,15
W15330,6,1
W15331,10,5
W15332,29,12
W15333,36,11
W15334,3,1
W15335,18,13
W15336,1276,50
W15337,398,42
W15338,14,5
W15339,108,29
W15340,2,1
W15341,71,34
W15342,4,2
W15343,37,18
W15344,17,12
W15345,55,13
W15346,2,1
W15347,41,23
W15348,3,6
W15349,9,5
W15350,434,34
W15351,217,35
W15352,1,1
W15353,17,9
W15354,42,19
W15355,1,1
W15356,12,10
W15357,20,11
W15358,497,38
W15359,11,15
W15360,125,30
W15361,1,1
W15362,4,3
W15363,13,12
W15364,846,51
W15365,3,1
W15366,95,22
W15367,46,28
W15368,6,4
W15369,6,16
W15370,73,26
W15371,8,14
W15372,14,14
W15373,1,1
W15374,5,12
W15375,2,1
W15376,58,38
W15377,2,1
W15378,1,1
W15379,22,19
W15380,20,18
W15381,598,49
W15382,1,1
W15383,6,7
W15384,4,1
W15385,43,9
W15386,5,14
W15387,44,23
W15388,21,21
W15389,14,8
W15390,4,4
W15391,18,9
W15392,2,1
W15393,3,1
W15394,13,10
W15395,91,36
W15396,5,1
W15397,5,6
W15398,4,7
W15399,21,14
W15400,5,1
W15401,83,33
W15402,12,12
W15403,3,2
W15404,34,3
W15405,46,18
W15406,35,13
W15407,3,1
W15408,6,2
W15409,7,5
W15410,11,9
W15411,4,1
W15412,4,1
W15413,75,33
W15414,11,10
W15415,2,1
W15416,1625,43
W15417,1,1
W15418,1,1
W15419,1,1
W15420,1,1
W15421,1,1
W15422,3,6
W15423,7,3
W15424,7,1
W15425,4,14
W15426,1,1
W15427,15,17
W15428,7,2
W15429,192,34
W15430,493,41
W15431,4,1
W15432,1,1
W15433,527,47
W15434,35,19
W15435,6,9
W15436,7,14
W15437,3,1
W15438,1,1
W15439,5,5
W15440,5,2
W15441,25,23
W15442,3,1
W15443,3,1
W15444,85,22
W15445,4,12
W15446,1,1
W15447,19,5
W15448,3,1
W15449,2,4
W15450,24,17
W15451,21,6
W15452,1093,50
W15453,10,13
W15454,2,1
W15455,15,15
W15456,11,6
W15457,1344,40
W15458,13,13
W15459,3,1
W15460,3,1
W15461,72,26
W15462,3,1
W15463,40,20
W15464,3,3
W15465,6,12
W15466,56,26
W15467,20,26
W15468,5,5
W15469,18,13
W15470,1783,59
W15471,1,1
W15472,79,23
W15473,662,47
W15474,16,13
W15475,10,1
W15476,158,15
W15477,19,11
W15478,3,1
W15479,2,1
W15480,8,10
W15481,9,1
W15482,10,6
W15483,62,19
W15484,2,2
W15485,15,1
W15486,13,1
W15487,7,8
W15488,139,29
W15489,22,6
W15490,2,1
W15491,303,38
W15492,1,1
W15493,20,14
W15494,4,1
W15495,2,1
W15496,7,2
W15497,754,53
W15498,4,1
W15499,16,17
W15500,4,2
W15501,1,1
W15502,1,1
W15503,64,1
W15504,605,45
W15505,86,27
W15506,266,28
W15507,2,1
W15508,9,1
W15509,1,1
W15510,22,1
W15511,5,2
W15512,29,7
W15513,140,20
W15514,105,29
W15515,3,1
W15516,3,8
W15517,92,11
W15518,122,19
W15519,8,6
W15520,2,1
W15521,11,12
W15522,5,10
W15523,1,1
W15524,5,1
W15525,6,3
W15526,1,1
W15527,2,5
W15528,28,7
W15529,6,1
W15530,6,10
W15531,56,21
W15532,6,13
W15533,4,1
W15534,10,1
W15535,4,6
W15536,21,20
W15537,6,1
W15538,5,5
W15539,5,5
W15540,4,3
W15541,13,18
W15542,11,11
W15543,31,17
W15544,981,45
W15545,7,12
W15546,4,1
W15547,3,1
W15548,17,13
W15549,20,15
W15550,1022,50
W15551,5,1
W15552,2,1
W15553,5,5
W15554,32,18
W15555,2,1
W15556,88,21
W15557,2,1
W15558,3,1
W15559,4,5
W15560,9,14
W15561,3184,55
W15562,3,3
W15563,988,41
W15564,8,7
W15565,85,28
W15566,2,1
W15567,4,2
W15568,2,1
W15569,1,1
W15570,2,1
W15571,4,1
W15572,5,1
W15573,18,6
W15574,12,6
W15575,9,9
W15576,16,1
W15577,13,5
W15578,30,9
W15579,168,25
W15580,9,5
W15581,1,1
W15582,1,1
W15583,3,1
W15584,2,1
W15585,26,12
W15586,15,2
W15587,11,8
W15588,962,55
W15589,214,28
W15590,75,13
W15591,29,11
W15592,14,14
W15593,14,19
W15594,4,1
W15595,740,39
W15596,7,10
W15597,7,1
W15598,23,10
W15599,4,3
W15600,3,1
W15601,49,34
W15602,4,1
W15603,3,1
W15604,6,8
W15605,6,10
W15606,2,1
W15607,2,1
W15608,8,10
W15609,778,37
W15610,573,46
W15611,1148,49
W15612,1,1
W15613,8,1
W15614,445,31
W15615,51,21
W15616,16,5
W15617,3,3
W15618,5,6
W15619,832,40
W15620,6,2
W15621,1,1
W15622,3,1
W15623,197,27
W15624,34,24
W15625,1,1
W15626,5,6
W15627,14,12
W15628,1,1
W15629,3,1
W15630,2,1
W15631,20,1
W15632,142,16
W15633,5,1
W15634,8,1
W15635,3,5
W15636,52,19
W15637,7,9
W15638,12,13
W15639,2,1
W15640,8,1
W15641,4,8
W15642,1200,54
W15643,4,1
W15644,125,33
W15645,58,22
W15646,3,1
W15647,15,10
W15648,7,5
W15649,2,5
W15650,18,10
W15651,9,8
W15652,2,5
W15653,3,1
W15654,8,7
W15655,328,46
W15656,2,1
W15657,8,2
W15658,263,25
W15659,1,1
W15660,4,1
W15661,2,1
W15662,4,4
W15663,4,7
W15664,2,1
W15665,13,18
W15666,33,17
W15667,2,1
W15668,2,6
W15669,6,1
W15670,16,3
W15671,31,3
W15672,15,4
W15673,12,12
W15674,11,8
W15675,3,1
W15676,90,21
W15677,4,1
W15678,108,28
W15679,3,1
W15680,9,11
W15681,14,5
W15682,4,10
W15683,1,1
W15684,41,26
W15685,4,1
W15686,11,16
W15687,7,13
W15688,3,2
W15689,2,1
W15690,1,1
W15691,8,1
W15692,10,13
W15693,40,14
W15694,5,1
W15695,3,5
W15696,5,1
W15697,5,3
W15698,200,37
W15699,8,6
W15700,26,18
W15701,35,2
W15702,8,7
W15703,2,1
W15704,1,1
W15705,3,1
W15706,3,6
W15707,1,1
W15708,2,1
W15709,23,17
W15710,7,5
W15711,5,1
W15712,36,10
W15713,3,1
W15714,3,10
W15715,3,4
W15716,8,4
W15717,5,3
W15718,4,1
W15719,3,1
W15720,2,1
W15721,1,1
W15722,2,1
W15723,2,1
W15724,8,2
W15725,7,6
W15726,3,1
W15727,3,2
W15728,43,18
W15729,11,15
W15730,9,1
W15731,6,10
W15732,2,1
W15733,1988,50
W15734,13,1
W15735,24,24
W15736,10,4
W15737,2,1
W15738,194,37
W15739,5,6
W15740,15,12
W15741,568,45
W15742,21,10
W15743,56,19
W15744,12,8
W15745,3,1
W15746,3,6
W15747,1,1
W15748,5,2
W15749,2,1
W15750,49,10
W15751,3,1
W15752,26,13
W15753,86,17
W15754,8,6
W15755,15,9
W15756,37,21
W15757,1,1
W15758,16,17
W15759,3,1
W15760,2,1
W15761,642,35
W15762,2,1
W15763,7,5
W15764,5,5
W15765,101,25
W15766,166,33
W15767,6,6
W15768,6,3
W15769,10,5
W15770,13,19
W15771,302,50
W15772,3,1
W15773,13,13
W15774,34,25
W15775,20,19
W15776,2,1
W15777,4,1
W15778,2,1
W15779,72,31
W15780,2,1
W15781,2,3
W15782,4,1
W15783,21,14
W15784,3,1
W15785,68,31
W15786,13,9
W15787,4,1
W15788,3,1
W15789,2,3
W15790,1,1
W15791,3,2
W15792,22,2
W15793,17,13
W15794,3,4
W15795,219,35
W15796,63,25
W15797,4,2
W15798,4,1
W15799,145,12
W15800,4,3
W15801,3,1
W15802,4,1
W15803,28,7
W15804,5,2
W15805,3,5
W15806,17,15
W15807,47,22
W15808,292,41
W15809,3,2
W15810,5,6
W15811,59,18
W15812,1,1
W15813,21,16
W15814,20,18
W15815,40,11
W15816,238,10
W15817,1,1
W15818,56,18
W15819,8,1
W15820,2,1
W15821,9,3
W15822,1,1
W15823,1,1
W15824,4,1
W15825,5,7
W15826,19,12
W15827,5,3
W15828,6,1
W15829,3,1
W15830,3,3
W15831,2,1
W15832,3,2
W15833,2,3
W15834,1,1
W15835,5,1
W15836,1,1
W15837,45,13
W15838,20,3
W15839,2,1
W15840,105,32
W15841,10,11
W15842,18,18
W15843,1,1
W15844,30,9
W15845,1,1
W15846,126,31
W15847,23,8
W15848,5,5
W15849,2,4
W15850,99,21
W15851,54,12
W15852,1,1
W15853,2,2
W15854,1,1
W15855,33,10
W15856,4,1
W15857,2,6
W15858,1,1
W15859,3,1
W15860,214,25
W15861,13,1
W15862,12,12
W15863,34,9
W15864,49,19
W15865,100,32
W15866,180,35
W15867,17,23
W15868,4,6
W15869,14,8
W15870,6,3
W15871,64,20
W15872,2,1
W15873,3,1
W15874,32,22
W15875,5,5
W15876,4,1
W15877,63,9
W15878,1,1
W15879,10,1
W15880,3,1
W15881,450,49
W15882,185,21
W15883,3,6
W15884,27,15
W15885,2,1
W15886,2,1
W15887,3,3
W15888,301,28
W15889,6,1
W15890,397,43
W15891,12,1
W15892,2,4
W15893,4,4
W15894,336,35
W15895,1,1
W15896,25,22
W15897,5,8
W15898,8,10
W15899,40,15
W15900,18,24
W15901,17,1
W15902,32,9
W15903,16,11
W15904,3,1
W15905,3,1
W15906,11,14
W15907,19,10
W15908,10,9
W15909,6,4
W15910,2,1
W15911,6,9
W15912,2,1
W15913,146,34
W15914,1,1
W15915,573,39
W15916,4,7
W15917,9,2
W15918,1,1
W15919,2,1
W15920,14,12
W15921,2,1
W15922,6,9
W15923,255,35
W15924,13,12
W15925,9,1
W15926,1,1
W15927,8,14
W15928,11,15
W15929,83,33
W15930,7,8
W15931,18,13
W15932,5,1
W15933,10,1
W15934,5,2
W15935,5,6
W15936,18,11
W15937,1,1
W15938,1915,57
W15939,29,16
W15940,6,9
W15941,71,31
W15942,51,25
W15943,2,1
W15944,17,18
W15945,4,1
W15946,28,8
W15947,582,40
W15948,1,1
W15949,2,1
W15950,177,12
W15951,9,8
W15952,23,16
W15953,16,27
W15954,140,19
W15955,3,12
W15956,26,26
W15957,2,1
W15958,5,1
W15959,21,11
W15960,3,5
W15961,9,8
W15962,25,11
W15963,16,3
W15964,20,21
W15965,181,18
W15966,7,1
W15967,69,16
W15968,146,39
W15969,5,3
W15970,2,1
W15971,5,10
W15972,4,1
W15973,104,23
W15974,1,1
W15975,1,1
W15976,6,2
W15977,13,21
W15978,18,5
W15979,2,1
W15980,1,1
W15981,5,3
W15982,6,1
W15983,73,21
W15984,324,39
W15985,2,1
W15986,1,1
W15987,17,12
W15988,136,25
W15989,2,1
W15990,4,2
W15991,13,4
W15992,4,1
W15993,57,18
W15994,2,1
W15995,1,1
W15996,15,11
W15997,3,5
W15998,17,6
W15999,54,25
W16000,2,5
W16001,27,12
W16002,3,1
W16003,25,23
W16004,6,12
W16005,2,1
W16006,19,7
W16007,4,1
W16008,8,5
W16009,14,13
W16010,43,12
W16011,1,1
W16012,5,1
W16013,3,1
W16014,1,1
W16015,39,18
W16016,4,2
W16017,7,2
W16018,2,1
W16019,54,22
W16020,1153,46
W16021,8,5
W16022,28,13
W16023,13,15
W16024,7,10
W16025,47,23
W16026,8,10
W16027,9,11
W16028,13,11
W16029,3,1
W16030,12,1
W16031,1,1
W16032,172,26
W16033,10,10
W16034,35,26
W16035,16,21
W16036,5,1
W16037,1,1
W16038,6,1
W16039,2,4
W16040,3,1
W16041,1031,60
W16042,57,30
W16043,4,2
W16044,5,9
W16045,3,2
W16046,17,16
W16047,2,1
W16048,348,45
W16049,2,1
W16050,148,33
W16051,3,2
W16052,43,20
W16053,20,26
W16054,5202,46
W16055,53,23
W16056,6,8
W16057,27,21
W16058,2,1
W16059,3,1
W16060,27,12
W16061,35,16
W16062,3,2
W16063,159,41
W16064,6,1
W16065,433,46
W16066,192,31
W16067,13,5
W16068,18,8
W16069,16,16
W16070,60,29
W16071,17,8
W16072,5,1
W16073,2,1
W16074,31,24
W16075,3,1
W16076,2,1
W16077,73,23
W16078,2,1
W16079,3,1
W16080,2,1
W16081,18,8
W16082,6,6
W16083,6,13
W16084,3,5
W16085,3,10
W16086,11,12
W16087,14,16
W16088,19,14
W16089,13,10
W16090,124,30
W16091,7,1
W16092,212,33
W16093,3,1
W16094,2,3
W16095,5,9
W16096,4,6
W16097,154,31
W16098,5,1
W16099,15,18
W16100,4,1
W16101,3,1
W16102,21,11
W16103,10,1
W16104,3,1
W16105,3,5
W16106,10,7
W16107,118,32
W16108,29,8
W16109,17,5
W16110,217,34
W16111,3,1
W16112,7,2
W16113,1,1
W16114,39,25
W16115,12,6
W16116,2,1
W16117,9,6
W16118,602,36
W16119,2,1
W16120,7,10
W16121,33,19
W16122,2,1
W16123,5,13
W16124,2,1
W16125,3,5
W16126,1,1
W16127,7,9
W16128,243,42
W16129,15,14
W16130,13,11
W16131,34,15
W16132,1,1
W16133,31,14
W16134,30,12
W16135,15,2
W16136,26,22
W16137,18,2
W16138,210,35
W16139,117,38
W16140,7,1
W16141,1,1
W16142,13,7
W16143,1,1
W16144,8,11
W16145,30,21
W16146,172,34
W16147,68,33
W16148,104,28
W16149,12,6
W16150,6,2
W16151,287,39
W16152,1,1
W16153,4,2
W16154,617,45
W16155,14,20
W16156,9,10
W16157,90,26
W16158,4,1
W16159,12,15
W16160,8,2
W16161,17,7
W16162,12,10
W16163,6,10
W16164,1,1
W16165,1,1
W16166,14,7
W16167,141,26
W16168,17,6
W16169,5,7
W16170,14,8
W16171,6,2
W16172,6,1
W16173,1,1
W16174,3,1
W16175,10,1
W16176,66,22
W16177,4,1
W16178,296,37
W16179,5,9
W16180,440,42
W16181,17,11
W16182,16,13
W16183,1,1
W16184,3,1
W16185,9,7
W16186,236,29
W16187,85,27
W16188,1,1
W16189,4,1
W16190,61,21
W16191,2,1
W16192,3,9
W16193,1232,58
W16194,35,1
W16195,68,15
W16196,2,1
W16197,1095,50
W16198,24,1
W16199,8,6
W16200,200,19
W16201,1,1
W16202,104,26
W16203,15,3
W16204,6,1
W16205,1,1
W16206,26,15
W16207,3,10
W16208,151,34
W16209,57,31
W16210,3,1
W16211,11,1
W16212,2,1
W16213,88,32
W16214,1249,43
W16215,20,19
W16216,3,6
W16217,5,6
W16218,14,1
W16219,4,12
W16220,7,3
W16221,3,1
W16222,8,7
W16223,9,1
W16224,1,1
W16225,29,12
W16226,4,1
W16227,63,19
W16228,60,16
W16229,14,5
W16230,2,1
W16231,219,37
W16232,4523,19
W16233,2,1
W16234,339,21
W16235,18,1
W16236,4,1
W16237,25,23
W16238,15,16
W16239,159,33
W16240,9,4
W16241,39,20
W16242,7,4
W16243,20,10
W16244,1,1
W16245,5,1
W16246,12,11
W16247,19,13
W16248,15,11
W16249,1,1
W16250,4,4
W16251,4,5
W16252,2,1
W16253,5,6
W16254,4,1
W16255,2,5
W16256,6,5
W16257,3,1
W16258,33,22
W16259,11,12
W16260,6,1
W16261,1,1
W16262,55,25
W16263,11,6
W16264,1,1
W16265,78,20
W16266,4,1
W16267,84,24
W16268,857,52
W16269,1,1
W16270,1,1
W16271,25,19
W16272,6,6
W16273,48,31
W16274,10,13
W16275,27,9
W16276,1,1
W16277,10,6
W16278,36,18
W16279,5,3
W16280,993,47
W16281,87,33
W16282,2,1
W16283,242,19
W16284,119,13
W16285,7,9
W16286,2,3
W16287,35,21
W16288,114,35
W16289,3,1
W16290,76,26
W16291,21,14
W16292,2,1
W16293,127,22
W16294,1,1
W16295,6,6
W16296,9,5
W16297,597,36
W16298,1,1
W16299,1,1
W16300,24,18
W16301,1,1
W16302,11,8
W16303,8,9
W16304,16,12
W16305,18,18
W16306,3,1
W16307,2,5
W16308,201,22
W16309,1266,49
W16310,2,1
W16311,4,10
W16312,27,16
W16313,41,14
W16314,1,1
W16315,23,29
W16316,97,23
W16317,4,9
W16318,2,1
W16319,73,17
W16320,30,21
W16321,16,10
W16322,8,5
W16323,7,1
W16324,11,11
W16325,96,25
W16326,5,8
W16327,2,1
W16328,55,23
W16329,437,37
W16330,451,37
W16331,10,15
W16332,12,1
W16333,22,21
W16334,23,13
W16335,120,31
W16336,5,1
W16337,145,40
W16338,10,8
W16339,8,17
W16340,6,1
W16341,3,1
W16342,10,9
W16343,11,10
W16344,18,18
W16345,1841,47
W16346,2,1
W16347,15,9
W16348,3,1
W16349,47,16
W16350,7,1
W16351,84,26
W16352,2,1
W16353,34,15
W16354,3,1
W16355,106,21
W16356,4,5
W16357,3,1
W16358,3,5
W16359,67,26
W16360,120,17
W16361,31,16
W16362,10,7
W16363,5,3
W16364,4,7
W16365,3,1
W16366,39,18
W16367,15,10
W16368,1,1
W16369,210,25
W16370,5,9
W16371,4,1
W16372,50,25
W16373,2,1
W16374,248,41
W16375,25,18
W16376,1,1
W16377,221,12
W16378,1,1
W16379,9,1
W16380,8,3
W16381,4,5
W16382,2,1
W16383,2,3
W16384,848,42
W16385,2,1
W16386,13,10
W16387,3,1
W16388,3,2
W16389,15,7
W16390,2,1
W16391,6,2
W16392,1,1
W16393,130,26
W16394,21,4
W16395,18,13
W16396,25,10
W16397,4,1
W16398,270,37
W16399,2,1
W16400,5,1
W16401,2,6
W16402,1,1
W16403,21,8
W16404,2,1
W16405,33,18
W16406,1,1
W16407,16,21
W16408,306,37
W16409,2,5
W16410,2,1
W16411,1,1
W16412,2,7
W16413,1289,28
W16414,16,17
W16415,24,23
W16416,3,1
W16417,7,1
W16418,13,2
W16419,3,4
W16420,10,5
W16421,9,9
W16422,72,20
W16423,191,32
W16424,10,8
W16425,1,1
W16426,15,9
W16427,7,1
W16428,7,1
W16429,134,25
W16430,11,18
W16431,7,4
W16432,16,18
W16433,1,1
W16434,2304,53
W16435,4,6
W16436,17,16
W16437,53,24
W16438,35,18
W16439,1,1
W16440,5,4
W16441,107,39
W16442,10,7
W16443,101,25
W16444,3,1
W16445,2,1
W16446,249,23
W16447,12,9
W16448,14,6
W16449,29,21
W16450,16,1
W16451,18,9
W16452,803,57
W16453,415,39
W16454,1,1
W16455,33,21
W16456,56,5
W16457,4,1
W16458,159,33
W16459,7,1
W16460,39,19
W16461,3,1
W16462,13,7
W16463,3,5
W16464,5,4
W16465,3,1
W16466,2,1
W16467,1,1
W16468,3,2
W16469,4,1
W16470,1,1
W16471,425,49
W16472,64,30
W16473,5,1
W16474,7,3
W16475,28,12
W16476,3,1
W16477,1,1
W16478,29,6
W16479,46,13
W16480,7,3
W16481,3,1
W16482,17,16
W16483,66,21
W16484,10,1
W16485,35,15
W16486,2,1
W16487,10,11
W16488,30,24
W16489,18,15
W16490,8,10
W16491,2,3
W16492,5,3
W16493,1,1
W16494,966,45
W16495,10,11
W16496,1,1
W16497,21,15
W16498,34,22
W16499,10,11
W16500,159,41
W16501,1,1
W16502,8,3
W16503,18,16
W16504,13,16
W16505,10,10
W16506,3,1
W16507,7,1
W16508,51,10
W16509,5,9
W16510,21,13
W16511,4,9
W16512,4,8
W16513,13,7
W16514,30,22
W16515,4,15
W16516,9,1
W16517,1,1
W16518,25,20
W16519,16,15
W16520,15,7
W16521,2,2
W16522,9,1
W16523,3,1
W16524,36,28
W16525,2,1
W16526,7,6
W16527,5,4
W16528,1,1
W16529,135,36
W16530,66,14
W16531,10,12
W16532,13,10
W16533,84,22
W16534,10,6
W16535,38,10
W16536,1,1
W16537,32,20
W16538,42,19
W16539,5,5
W16540,77,14
W16541,11,19
W16542,15,12
W16543,17,13
W16544,1,1
W16545,2,1
W16546,5,6
W16547,6,10
W16548,3,1
W16549,37,16
W16550,625,44
W16551,9,11
W16552,4,14
W16553,6,5
W16554,25,16
W16555,8,5
W16556,85,22
W16557,13,11
W16558,51,17
W16559,4,4
W16560,1,1
W16561,3,1
W16562,4,1
W16563,3,1
W16564,5,1
W16565,1,1
W16566,18,12
W16567,9,4
W16568,37,25
W16569,123,24
W16570,2,5
W16571,3,7
W16572,188,27
W16573,871,45
W16574,3,1
W16575,1,1
W16576,38,19
W16577,14,10
W16578,104,23
W16579,137,27
W16580,16,7
W16581,46,16
W16582,2,5
W16583,6,8
W16584,10,8
W16585,3,5
W16586,2,2
W16587,1,1
W16588,1,1
W16589,21,7
W16590,3,1
W16591,18,9
W16592,14287,38
W16593,94,26
W16594,13,2
W16595,13,6
W16596,25,17
W16597,138,30
W16598,6,9
W16599,6,6
W16600,11,13
W16601,2,1
W16602,40,20
W16603,11,11
W16604,11,12
W16605,17,12
W16606,9,3
W16607,7,11
W16608,3,8
W16609,2,5
W16610,29,15
W16611,3,1
W16612,168,28
W16613,9,3
W16614,68,17
W16615,188,33
W16616,3,8
W16617,5,1
W16618,49,26
W16619,3,1
W16620,253,40
W16621,12,15
W16622,9,2
W16623,5,1
W16624,29,15
W16625,83,20
W16626,60,32
W16627,1,1
W16628,38,19
W16629,39,19
W16630,716,44
W16631,11,7
W16632,8,13
W16633,1,1
W16634,32,5
W16635,114,25
W16636,86,30
W16637,11,11
W16638,1,1
W16639,1,1
W16640,11,3
W16641,2,1
W16642,52,24
W16643,21,8
W16644,8,5
W16645,18,1
W16646,5,3
W16647,8,1
W16648,13,1
W16649,2,1
W16650,1,1
W16651,8,1
W16652,8,12
W16653,7,3
W16654,85,17
W16655,5,1
W16656,22,10
W16657,2,3
W16658,28,6
W16659,1,1
W16660,29,4
W16661,913,51
W16662,8,1
W16663,5,3
W16664,1,1
W16665,2,5
W16666,31,14
W16667,3,8
W16668,9,11
W16669,5,1
W16670,12,12
W16671,5,3
W16672,2,1
W16673,2,1
W16674,5,5
W16675,4,14
W16676,2,1
W16677,1,1
W16678,16,11
W16679,4,5
W16680,16,11
W16681,39,24
W16682,118,11
W16683,203,46
W16684,5,11
W16685,17,22
W16686,1,1
W16687,301,37
W16688,38,19
W16689,496,45
W16690,210,37
W16691,4,5
W16692,4,1
W16693,9,15
W16694,4,4
W16695,9,12
W16696,2,1
W16697,12,1
W16698,48,29
W16699,3,1
W16700,2,5
W16701,28,15
W16702,12,2
W16703,97,30
W16704,3,5
W16705,155,37
W16706,1,1
W16707,21,18
W16708,439,46
W16709,5,1
W16710,7,2
W16711,336,30
W16712,9,3
W16713,2,1
W16714,310,49
W16715,5,1
W16716,14,17
W16717,22,1
W16718,69,10
W16719,20,20
W16720,20,5
W16721,18,15
W16722,3,1
W16723,2,1
W16724,94,18
W16725,1,1
W16726,4,1
W16727,2,1
W16728,13,10
W16729,13,18
W16730,172,14
W16731,8,11
W16732,1,1
W16733,16,18
W16734,1,1
W16735,2,1
W16736,40,18
W16737,143,18
W16738,8,5
W16739,31,10
W16740,7,6
W16741,6,1
W16742,13,1
W16743,1,1
W16744,26,9
W16745,18,8
W16746,8,2
W16747,5,11
W16748,5,1
W16749,201,35
W16750,3,1
W16751,36,25
W16752,2,1
W16753,32,26
W16754,27,9
W16755,12,14
W16756,1,1
W16757,25,22
W16758,22,16
W16759,4,5
W16760,4,5
W16761,2,6
W16762,29,12
W16763,1,1
W16764,2,1
W16765,133,17
W16766,9,8
W16767,6,1
W16768,1,1
W16769,9,6
W16770,2,1
W16771,6,2
W16772,24,16
W16773,7,1
W16774,3,4
W16775,1,1
W16776,2,1
W16777,23,20
W16778,2,1
W16779,18,11
W16780,3,2
W16781,18,10
W16782,2,1
W16783,1,1
W16784,2,5
W16785,2,2
W16786,4,9
W16787,6,5
W16788,8,5
W16789,4,4
W16790,1,1
W16791,37,15
W16792,26,17
W16793,5,4
W16794,54,34
W16795,9,3
W16796,13,8
W16797,1,1
W16798,3,4
W16799,5,1
W16800,6,1
W16801,7,8
W16802,5,5
W16803,1,1
W16804,163,27
W16805,671,40
W16806,155,35
W16807,9,7
W16808,8,8
W16809,2,1
W16810,5,5
W16811,10,1
W16812,1,1
W16813,12,1
W16814,3,1
W16815,2,1
W16816,11,10
W16817,7,8
W16818,1,1
W16819,15,1
W16820,62,24
W16821,6,1
W16822,1036,44
W16823,19,6
W16824,863,44
W16825,6,6
W16826,323,46
W16827,366,44
W16828,7,2
W16829,17,17
W16830,4,5
W16831,2,1
W16832,2,1
W16833,6,9
W16834,64,25
W16835,2,1
W16836,8,9
W16837,29,15
W16838,22,9
W16839,1,1
W16840,14,10
W16841,3,1
W16842,36,18
W16843,1,1
W16844,21,13
W16845,3,1
W16846,2,1
W16847,299,35
W16848,4,4
W16849,2,1
W16850,3,6
W16851,186,26
W16852,23,7
W16853,80,24
W16854,6,5
W16855,3,1
W16856,1,1
W16857,26,16
W16858,336,26
W16859,2,2
W16860,32,17
W16861,1,1
W16862,1,1
W16863,6,7
W16864,1,1
W16865,3,1
W16866,9,2
W16867,9,8
W16868,39,16
W16869,7,11
W16870,27,17
W16871,38,16
W16872,6,1
W16873,9,4
W16874,196,42
W16875,3,4
W16876,41,22
W16877,6,1
W16878,6,10
W16879,6,1
W16880,10,1
W16881,39,15
W16882,5,5
W16883,12,1
W16884,18,8
W16885,50,19
W16886,1,1
W16887,1,1
W16888,1,1
W16889,1,1
W16890,2,1
W16891,18,14
W16892,3,10
W16893,22,14
W16894,9,9
W16895,3,1
W16896,75,28
W16897,33,20
W16898,8,11
W16899,12,15
W16900,46,17
W16901,18,17
W16902,23,14
W16903,2,1
W16904,79,27
W16905,2,5
W16906,2,1
W16907,49,20
W16908,923,45
W16909,98,17
W16910,3,4
W16911,2,1
W16912,16,1
W16913,16,10
W16914,2,5
W16915,86,20
W16916,154,26
W16917,1,1
W16918,7,9
W16919,106,29
W16920,2,4
W16921,16,17
W16922,3,1
W16923,4,1
W16924,8,16
W16925,10,12
W16926,2,1
W16927,6,6
W16928,4,3
W16929,2,1
W16930,6,3
W16931,20,1
W16932,4,9
W16933,62,12
W16934,2,3
W16935,3,1
W16936,75,19
W16937,11,7
W16938,13,3
W16939,237,41
W16940,7,8
W16941,5,2
W16942,4,1
W16943,2,8
W16944,2,1
W16945,9,13
W16946,8,4
W16947,3,5
W16948,5,6
W16949,6,3
W16950,72,30
W16951,38,30
W16952,66,22
W16953,4,1
W16954,23,11
W16955,68,21
W16956,15,9
W16957,16,15
W16958,7,3
W16959,2,2
W16960,19,15
W16961,38,18
W16962,4,1
W16963,191,41
W16964,155,35
W16965,8,1
W16966,1,1
W16967,1,1
W16968,9,11
W16969,8,1
W16970,7,5
W16971,129,26
W16972,7,2
