"WID","login_count","level","playcount_sum","playtime_sum"
W18215,26,13,7,8650
W18216,6,8,3,3552
W18218,19,5,7,1904
W18219,30,27,91,66866
W18221,3,1,1,1064
W18222,12,7,10,6727
W18223,11,14,25,14703
W18224,15,5,5,1960
W18225,69,21,25,15311
W18226,2,4,1,554
W18227,2,5,2,2762
W18228,2,5,1,1494
W18229,4,9,6,5233
W18230,6,13,9,9102
W18232,19,12,5,4041
W18233,1,1,3,2009
W18234,3,9,10,7381
W18235,14,16,12,11429
W18236,56,19,63,27985
W18237,2,1,4,4075
W18238,21,12,32,11035
W18239,73,20,77,27049
W18240,42,14,9,10511
W18242,13,14,7,7817
W18243,7,1,1,804
W18244,7,8,9,6371
W18245,4,2,2,2451
W18247,3,2,2,1962
W18248,48,16,81,34199
W18249,11,9,4,5158
W18250,4,5,9,5243
W18251,1,1,1,464
W18252,11,10,11,5302
W18253,6,1,1,616
W18255,14,1,2,448
W18256,37,11,5,5012
W18258,692,29,116,84221
W18259,26,3,6,1246
W18260,143,17,32,21726
W18261,68,18,9,3287
W18262,2,5,2,1701
W18263,3,5,3,3303
W18264,6,1,2,285
W18265,6,11,11,9249
W18266,477,31,1231,764514
W18267,18,1,3,904
W18268,96,21,72,40095
W18269,4,6,1,1540
W18271,15,17,25,18156
W18273,3,1,7,6464
W18274,12,7,6,3108
W18275,16,1,2,758
W18277,24,13,14,6567
W18279,8,1,3,786
W18280,22,1,2,1881
W18281,2,9,5,7114
W18285,8,3,6,2403
W18286,3,5,6,6089
W18289,5,1,1,0
W18290,26,17,18,11493
W18292,9,4,5,2671
W18295,13,8,8,5162
W18296,4,1,2,234
W18297,14,6,4,2713
W18298,1,1,1,217
W18299,7,9,9,4627
W18300,64,22,35,36616
W18302,2,1,1,149
W18303,11,13,9,4707
W18304,142,35,240,141014
W18305,7,1,2,1617
W18306,3,3,1,950
W18308,23,11,28,13542
W18309,5,2,2,713
W18310,1,1,1,240
W18311,10,12,11,11005
W18312,49,16,17,12764
W18313,79,20,38,31087
W18314,17,19,21,24405
W18317,11,2,9,3463
W18318,2,1,1,191
W18319,5,10,8,3725
W18320,8,5,10,3370
W18321,3,10,6,6478
W18322,8,8,8,7537
W18323,1,1,1,1632
W18324,59,22,62,49771
W18326,41,20,42,25291
W18327,17,9,15,11370
W18328,10,9,10,5223
W18329,3,9,3,2780
W18330,1668,36,195,178397
W18331,12,8,3,3623
W18332,135,19,50,37401
W18333,406,40,623,308546
W18334,73,14,42,18935
W18335,25,17,19,12196
W18336,74,21,48,18412
W18337,38,21,56,44016
W18338,22,18,35,20689
W18339,27,17,25,17868
W18340,22,9,12,4103
W18341,30,13,28,24650
W18342,9,8,5,4176
W18343,6,10,18,11218
W18344,155,32,235,106332
W18345,5,5,1,1586
W18346,10,11,6,5544
W18347,2,1,1,0
W18348,14,10,40,31806
W18350,2,5,3,4151
W18351,16,2,3,763
W18352,1,1,8,2838
W18353,4,2,2,294
W18354,1,1,6,3951
W18355,1,1,2,1175
W18356,127,26,52,34529
W18357,3,2,1,136
W18359,7,14,14,14012
W18360,25,11,14,8948
W18361,62,26,47,51010
W18364,98,20,38,20491
W18365,19,14,17,11067
W18367,68,27,149,68455
W18368,11,8,6,4549
W18369,10,4,3,2062
W18370,7,5,3,3069
W18371,16,18,28,22854
W18372,1,1,1,1502
W18373,1,1,1,502
W18374,16,18,24,19561
W18375,55,21,35,26474
W18377,94,23,68,27186
W18378,3,4,3,1480
W18379,10,7,14,7567
W18382,9,2,5,1279
W18383,3,4,1,504
W18384,3,2,1,0
W18385,7,2,2,621
W18386,9,6,3,1366
W18388,13,12,8,7607
W18389,2,5,2,2800
W18390,22,8,5,3023
W18391,29,21,30,29326
W18392,52,21,25,25799
W18393,50,18,28,17211
W18394,182,39,520,208233
W18395,11,1,4,3392
W18396,99,20,28,21631
W18398,130,34,146,157034
W18399,1,1,1,575
W18400,5,6,2,2360
W18401,213,39,478,297638
W18402,303,10,12,5837
W18403,5,1,1,299
W18404,21,19,28,14449
W18405,150,37,230,136404
W18406,64,29,171,94858
W18407,18,18,26,19786
W18408,1,1,1,1608
W18409,13,5,5,2331
W18410,7,5,5,3221
W18411,11,6,3,2472
W18412,25,10,5,3553
W18413,33,13,7,4080
W18414,1,1,2,1095
W18415,11,1,2,0
W18416,2,2,2,992
W18417,45,16,16,13577
W18418,9,8,2,3046
W18420,57,33,160,98874
W18421,1,1,2,2438
W18422,6,7,3,2853
W18423,2,1,1,1412
W18424,1,1,1,155
W18425,25,9,8,4809
W18426,1150,44,838,494912
W18428,7,6,2,1955
W18431,2,1,1,0
W18432,17,8,1,1529
W18433,5,5,8,2987
W18434,3,1,1,325
W18436,1,1,1,615
W18437,5,5,2,1878
W18438,10,10,13,9855
W18439,2,1,1,477
W18442,10,10,7,5741
W18444,10,7,5,3634
W18445,2,1,1,60
W18446,1885,35,450,219303
W18448,10,9,8,5080
W18449,44,29,114,88046
W18450,4,5,2,2598
W18451,26,18,30,20369
W18452,2,3,5,3128
W18453,4,1,1,340
W18454,3,1,1,1646
W18455,10,3,2,270
W18456,51,18,16,12090
W18457,11,7,3,2804
W18458,11,10,6,6927
W18459,20,9,10,6169
W18461,11,12,8,9186
W18462,69,27,167,72714
W18463,15,3,2,1709
W18464,22,13,12,7767
W18465,3,6,2,2702
W18466,67,26,57,45532
W18467,43,10,91,35626
W18468,10,14,9,9777
W18469,18,19,35,21392
W18470,199,31,125,70203
W18471,9,8,3,2314
W18472,8,10,9,7365
W18473,32,20,56,31704
W18474,228,34,186,122360
W18475,46,21,28,15672
W18476,10,5,3,947
W18477,30,18,23,16423
W18479,10,9,11,8927
W18480,2,1,2,761
W18482,64,25,48,56552
W18483,3,6,2,2427
W18484,1,1,4,1945
W18486,124,37,222,137397
W18487,97,22,27,31657
W18488,1,1,1,1590
W18489,15,17,19,17835
W18490,1,1,1,574
W18491,31,10,13,8755
W18494,74,26,171,118543
W18496,7,10,6,5306
W18498,1100,43,989,305576
W18499,95,36,215,230022
W18500,5,1,1,325
W18501,32,22,40,31506
W18502,4,1,1,0
W18503,2,5,1,1705
W18504,6,1,3,1887
W18505,4,8,6,5818
W18506,730,44,984,535035
W18507,1,1,3,639
W18508,107,28,152,67881
W18509,31,16,19,15585
W18511,24,16,40,24320
W18512,2,1,2,1978
W18514,19,1,1,271
W18517,740,37,265,169977
W18518,2,1,1,601
W18520,4,5,4,3932
W18521,12,6,4,3268
W18524,8,3,1,775
W18526,6,9,5,5237
W18527,105,20,49,27750
W18528,32,10,67,37603
W18529,29,16,24,14648
W18530,4,8,6,6236
W18531,1,1,1,1614
W18532,2,2,2,982
W18533,27,12,49,24565
W18534,73,21,94,61161
W18535,10,12,10,9658
W18536,1,1,1,1566
W18537,3,3,1,472
W18538,20,15,17,14611
W18539,38,23,50,28893
W18540,67,19,28,27897
W18542,18,14,9,8962
W18544,243,38,610,311226
W18545,7,8,7,5047
W18546,31,13,20,14767
W18547,3,4,3,1406
W18549,6,6,1,1632
W18551,841,40,892,331795
W18552,15,7,7,6162
W18553,4,1,2,1251
W18554,8,5,2,2879
W18555,2,1,1,1557
W18557,1,1,1,644
W18558,13,10,7,7290
W18559,3,5,1,1609
W18560,15,4,4,2104
W18562,30,6,5,2194
W18563,22,19,26,18817
W18564,490,37,741,274146
W18565,2,1,5,3286
W18568,3,5,1,1737
W18569,40,16,30,18875
W18571,1,1,2,1939
W18573,2,1,1,227
W18575,2,1,4,2261
W18576,1,1,2,1565
W18577,5,4,1,568
W18578,1579,53,2329,1250137
W18579,24,14,5,4722
W18580,28,10,4,5359
W18581,2,2,1,289
W18582,257,22,281,151891
W18583,3,1,2,1616
W18585,28,8,3,4623
W18586,3,3,2,1068
W18588,7,10,9,5754
W18589,5,10,9,10161
W18590,1,1,1,232
W18591,28,20,47,39986
W18592,16,14,23,13898
W18594,87,25,58,42936
W18596,4,1,1,223
W18598,171,27,192,89442
W18599,247,41,405,252136
W18600,169,20,39,26136
W18602,8,15,14,14063
W18604,4,11,15,12824
W18605,2,2,2,1411
W18606,17,18,24,20731
W18607,109,28,129,71474
W18608,74,15,20,11725
W18609,78,16,14,15835
W18611,11,20,25,20629
W18612,61,21,47,35564
W18615,7,8,4,3643
W18616,3,1,2,1051
W18617,23,10,14,8436
W18618,13,11,6,5313
W18619,222,22,183,74752
W18620,5,4,1,1064
W18621,27,20,39,28937
W18622,3,2,1,120
W18624,1,1,1,199
W18625,6,5,6,3090
W18626,2,1,2,1735
W18627,9,9,8,5421
W18628,3,3,2,935
W18629,2,1,1,0
W18630,3,6,1,1590
W18631,5,5,1,1644
W18632,1832,52,1223,800066
W18633,1675,51,1524,1036573
W18634,1,1,1,1555
W18635,13,8,2,2873
W18636,90,22,33,32559
W18638,1,1,1,60
W18639,107,15,312,241621
W18640,2,1,4,2903
W18642,390,36,194,162312
W18643,4,2,4,1350
W18644,2,1,1,207
W18646,87,24,58,34133
W18647,2,1,1,628
W18648,12,10,29,21300
W18650,8,1,3,2123
W18651,24,11,6,8426
W18652,3,1,1,160
W18653,112,27,155,87987
W18654,16,10,45,27537
W18655,13,11,5,6338
W18656,52,19,34,30291
W18657,6,4,2,1793
W18658,3,5,2,1057
W18659,19,24,47,40280
W18660,7,1,1,1583
W18661,4,3,1,620
W18662,285,43,902,485057
W18663,10,10,4,5590
W18664,3,5,1,1509
W18665,2,1,1,1562
W18666,14,4,4,3441
W18668,11,5,4,1514
W18669,80,23,12,13081
W18670,2,1,2,1791
W18671,7,12,10,6662
W18672,6,5,8,7879
W18673,1,1,4,4587
W18674,19,12,34,6730
W18675,15,18,22,19611
W18676,10,7,3,3561
W18677,127,29,85,83614
W18678,6,4,2,2364
W18679,2,4,5,1420
W18680,52,22,131,58027
W18681,17,13,8,8202
W18682,13,18,20,22826
W18683,39,26,66,55692
W18684,12,3,6,2619
W18685,11,1,1,1572
W18686,1,1,1,266
W18688,5,3,3,2203
W18689,218,42,354,284309
W18690,36,10,12,7089
W18691,91,27,135,110274
W18692,37,17,13,8298
W18693,24,10,21,12400
W18694,45,22,38,28611
W18695,39,25,79,40913
W18696,66,15,33,19939
W18697,13,11,13,10322
W18698,6,1,1,422
W18700,25,29,135,81524
W18701,3,6,1,1560
W18702,2,1,3,2197
W18703,59,19,52,23259
W18705,8,6,4,4111
W18706,12,11,6,3124
W18707,5,6,5,4530
W18708,580,43,742,316959
W18709,5,8,5,4881
W18710,12,8,3,3472
W18711,20,12,20,12743
W18712,239,40,862,415419
W18713,4,1,1,881
W18714,8,6,6,7875
W18715,33,1,2,1045
W18716,6,5,3,4026
W18717,377,39,731,317937
W18718,1,1,1,587
W18719,521,41,1097,344017
W18720,14,15,19,15307
W18722,10,10,10,5288
W18723,419,40,955,343799
W18724,2,4,4,1457
W18725,68,24,111,79065
W18726,4,2,1,589
W18727,1,1,1,0
W18729,5,2,3,2051
W18730,97,17,22,16842
W18731,15,11,8,6564
W18732,3,5,3,3377
W18733,10,9,12,6963
W18735,71,21,16,17472
W18736,2,4,4,2173
W18737,12,6,1,1673
W18738,1,1,1,1144
W18739,24,24,78,64003
W18740,2,1,1,455
W18741,10,5,8,3475
W18742,8,12,22,13011
W18743,16,12,9,4938
W18744,678,10,26,18089
W18746,3,1,1,610
W18747,2,2,1,108
W18748,6,9,5,4757
W18749,5,3,3,1792
W18750,7,2,3,788
W18751,492,45,800,458133
W18752,4,1,1,226
W18754,3,8,3,3958
W18756,24,19,17,22922
W18757,8,1,1,489
W18758,4,6,2,2356
W18760,5,6,5,2465
W18761,3,1,1,602
W18762,21,16,15,14003
W18764,87,25,63,39887
W18765,53,23,84,55546
W18766,22,19,59,46790
W18767,1,1,3,1140
W18768,6,2,2,494
W18771,1,1,1,1739
W18772,1510,10,29,28575
W18773,1,1,6,3802
W18774,27,20,30,21211
W18775,68,15,27,36581
W18776,4,1,1,0
W18777,1,1,1,1603
W18778,13,14,27,15607
W18779,5,6,1,1549
W18780,4,4,5,3366
W18781,22,18,28,29679
W18782,5,7,1,1684
W18783,31,20,36,28426
W18784,4,1,1,745
W18785,2,3,1,1016
W18787,5,1,1,0
W18788,3,1,2,2606
W18789,260,25,249,98113
W18790,10,3,2,964
W18791,27,16,53,25471
W18793,99,19,59,26871
W18794,1,1,1,1685
W18795,62,23,62,37644
W18796,6,6,4,3401
W18797,491,55,576,464921
W18798,9,1,1,674
W18799,78,15,10,10864
W18800,7,11,10,8955
W18801,2,5,1,1500
W18802,88,17,52,27114
W18803,5,4,3,1936
W18804,294,38,593,295420
W18805,97,29,194,80928
W18806,5,2,1,1077
W18807,19,17,38,24534
W18808,7,5,10,5482
W18809,9,4,2,1608
W18810,10,3,5,1085
W18811,33,13,18,9923
W18812,5,8,4,3081
W18813,2,5,1,1746
W18814,2,1,1,262
W18815,9,1,4,1131
W18816,56,14,18,10687
W18817,12,3,5,1840
W18818,220,29,190,87541
W18819,47,17,22,15252
W18820,2,5,3,2914
W18821,336,42,652,382563
W18822,33,11,17,9226
W18823,4,6,1,1623
W18824,50,24,60,41414
W18825,118,10,139,85933
W18826,9,10,12,6613
W18827,9,2,1,218
W18828,8,19,26,27166
W18829,1,1,3,2301
W18831,12,4,2,938
W18832,71,24,39,33530
W18833,243,38,234,150186
W18836,3,1,2,1808
W18837,9,7,4,3446
W18839,22,19,28,27011
W18840,2,1,1,1586
W18841,1,1,1,555
W18843,10,2,5,1617
W18845,7,8,8,6067
W18848,1,1,1,0
W18849,45,16,62,24214
W18850,2,3,2,2381
W18851,6,7,7,4835
W18852,6,1,4,667
W18853,12,7,2,2743
W18854,26,12,3,4521
W18855,3,6,5,3193
W18856,16,14,22,15578
W18857,6,1,6,3292
W18858,6,5,2,2717
W18859,99,10,82,67507
W18860,4,1,11,4622
W18861,25,16,14,11981
W18862,46,29,77,78644
W18863,4,4,3,643
W18864,37,14,36,19160
W18866,5,1,1,1702
W18867,5,8,5,3385
W18868,60,25,108,42832
W18869,1,1,1,527
W18870,49,17,43,19350
W18871,67,22,47,36034
W18872,2,1,4,4475
W18873,54,18,56,27765
W18874,107,22,16,5556
W18875,100,29,89,66572
W18876,66,29,87,83291
W18877,1,1,1,1098
W18878,8,6,8,6161
W18879,5,4,3,1953
W18881,3,1,1,513
W18882,155,15,41,17391
W18883,7,5,4,3162
W18884,4,6,1,1553
W18885,3,4,3,1352
W18886,806,42,424,344127
W18888,91,39,154,160542
W18889,59,18,36,20644
W18890,26,18,25,14867
W18891,8,10,16,6766
W18892,70,18,10,9272
W18893,7,10,20,19571
W18894,189,41,284,290574
W18895,30,16,5,6737
W18896,3,1,1,1566
W18897,4,7,6,5154
W18898,949,42,1489,581584
W18900,6,5,4,2064
W18901,3,4,2,1153
W18902,22,11,12,8190
W18903,3,1,1,1681
W18904,39,18,28,16327
W18905,4,6,3,2822
W18906,38,15,35,21471
W18907,457,45,720,533085
W18908,59,26,50,49535
W18909,20,17,14,12788
W18910,5,6,1,1524
W18911,8,10,27,27456
W18912,7,2,3,1043
W18914,5,5,2,3202
W18915,131,19,44,30057
W18916,5,1,2,1239
W18917,4,6,2,2101
W18918,3,1,1,1593
W18919,72,30,203,104224
W18920,74,16,83,30920
W18921,3,1,1,0
W18922,21,15,9,8616
W18924,2,4,2,1233
W18926,12,6,4,1412
W18927,2,1,1,89
W18929,3,3,2,1331
W18931,9,5,10,5534
W18932,2,3,1,298
W18934,59,12,11,9476
W18937,142,41,297,236795
W18938,16,1,3,829
W18939,48,22,31,19407
W18940,8,6,2,2549
W18941,63,22,58,39918
W18942,22,18,30,22175
W18943,2,1,1,63
W18944,3,8,10,5504
W18945,1,1,1,1649
W18946,4,10,7,10886
W18947,8,1,2,1022
W18948,41,18,160,56674
W18950,3,1,1,1650
W18951,12,9,8,6193
W18952,2,5,3,2151
W18953,10,6,6,4944
W18955,49,27,170,91758
W18957,110,34,129,70268
W18958,5,1,2,1525
W18959,3,7,2,2213
W18962,3,1,1,1562
W18963,33,25,48,46684
W18964,3,1,2,2083
W18965,59,15,16,11671
W18966,39,18,55,29888
W18968,31,1,1,1288
W18969,102,28,134,87519
W18970,112,1,2,1127
W18971,118,25,111,52404
W18972,13,2,3,2257
W18974,7,3,2,574
W18976,2,1,3,3340
W18977,79,21,93,65603
W18978,830,41,774,335742
W18979,4,2,1,99
W18980,1,1,1,60
W18982,34,9,9,5410
W18983,2,1,1,0
W18984,341,18,50,42294
W18985,2,3,1,507
W18986,11,1,2,922
W18987,11,1,3,241
W18988,3,8,6,5143
W18990,1,1,1,560
W18991,96,23,34,32111
W18992,361,29,162,72152
W18993,35,30,128,95864
W18994,88,30,177,96404
W18995,13,6,4,2612
W18996,1,1,1,1526
W18997,7,11,9,6647
W18998,3,3,2,1046
W18999,4,3,2,2012
W19001,53,17,24,14640
W19002,2,6,1,1648
W19005,25,19,30,25711
W19006,1,1,1,411
W19007,78,30,197,101734
W19008,3,1,2,2686
W19010,5,1,3,1988
W19011,2,1,2,508
W19012,68,21,56,38102
W19013,4,6,3,3665
W19015,3,3,2,330
W19016,7,6,2,1826
W19017,69,32,75,80307
W19019,2,3,1,856
W19020,3,5,3,2014
W19022,1,1,1,504
W19023,166,28,34,27422
W19024,94,32,113,104493
W19025,4,4,4,2701
W19027,46,22,76,35701
W19028,799,35,376,193263
W19029,1,1,1,134
W19030,13,14,10,8191
W19031,7,3,1,54
W19032,43,26,72,52238
W19033,9,2,1,548
W19034,3,1,1,193
W19035,2,1,1,770
W19036,9,3,2,753
W19037,12,10,15,7139
W19038,4,4,3,1705
W19039,20,13,19,10764
W19040,112,17,20,15129
W19041,4,1,1,0
W19042,4,1,1,286
W19043,25,9,6,5131
W19044,2,1,1,1560
W19045,5,1,1,0
W19047,33,11,7,5179
W19049,2,1,1,678
W19050,4,1,1,0
W19051,2,3,2,2323
W19052,69,29,93,74247
W19054,570,45,650,332254
W19056,3,3,2,1045
W19057,133,15,33,13466
W19058,4,1,1,928
W19060,2,1,1,276
W19061,11,11,7,6412
W19062,5,4,1,576
W19063,5,8,5,5515
W19064,2,5,3,1749
W19066,22,15,10,8872
W19067,275,39,697,278997
W19068,20,16,22,15954
W19069,1,1,1,627
W19070,50,25,44,32996
W19071,35,15,35,15629
W19072,1,1,1,344
W19074,4,1,1,475
W19075,2,3,4,2437
W19077,7,3,2,1420
W19078,65,10,23,15659
W19080,5,2,2,1683
W19081,8,4,6,3108
W19082,58,24,68,32450
W19083,5,1,2,636
W19085,134,28,81,57487
W19086,1,1,1,754
W19087,47,11,60,36223
W19088,12,10,4,3561
W19089,2,1,1,249
W19092,258,31,359,215136
W19093,4,6,3,3652
W19094,1,1,1,613
W19095,99,30,141,85941
W19096,553,46,611,318686
W19098,2,1,1,222
W19099,1,1,1,2061
W19100,10,14,20,13630
W19101,4,1,2,796
W19102,8,11,8,5729
W19103,22,9,10,6941
W19104,3,2,2,1515
W19105,1,1,1,1551
W19107,1,1,1,248
W19108,9,6,7,3411
W19111,4,9,13,6531
W19112,296,30,165,91655
W19113,5,5,1,1551
W19115,5,5,2,2431
W19116,4,2,5,3329
W19117,4,6,7,4697
W19118,3,1,1,0
W19119,14,10,6,7759
W19120,2,4,3,1424
W19121,321,36,487,216226
W19122,133,45,473,359933
W19123,1,1,1,784
W19124,4,1,2,1684
W19125,6,12,4,3583
W19127,4,6,1,1736
W19128,18,12,11,9472
W19129,13,22,33,24438
W19130,15,10,20,9114
W19131,115,27,180,188999
W19132,2,3,2,1972
W19134,26,20,37,22395
W19136,109,30,161,76584
W19137,5,1,1,0
W19138,12,21,16,21586
W19139,2,1,1,1600
W19140,34,3,3,1651
W19141,2,1,2,1652
W19142,2,1,3,2377
W19143,1,1,1,106
W19144,3,1,2,1104
W19145,340,41,280,211385
W19146,35,27,52,45233
W19147,85,23,77,36317
W19148,11,2,5,3440
W19151,7,6,1,1543
W19154,5,1,1,1049
W19155,5862,38,966,707743
W19157,2,1,2,1851
W19158,13,16,9,9660
W19162,12,2,1,1122
W19164,19,12,7,5370
W19165,3,10,5,3597
W19166,5,8,10,5870
W19167,1,1,1,1616
W19168,53,23,60,37622
W19169,14,9,13,6144
W19170,13,16,12,17156
W19171,3,7,4,3342
W19172,1,1,1,1723
W19173,4,1,1,379
W19174,5,1,1,785
W19175,47,28,63,73665
W19176,1,1,4,3113
W19177,46,12,4,2310
W19178,3,1,1,1602
W19179,20,13,9,8122
W19180,14,16,16,15382
W19181,9,4,2,601
W19184,7,7,4,3381
W19185,6,17,18,19655
W19187,9,14,10,7615
W19188,11,15,21,16840
W19189,654,39,994,481823
W19191,7,11,4,5247
W19192,10,4,6,1883
W19193,1,1,1,236
W19194,17,10,6,5397
W19195,44,24,182,88017
W19196,9,6,2,2154
W19197,283,28,348,150291
W19198,184,37,462,240599
W19199,2,2,2,962
W19200,5,7,3,2537
W19201,74,33,133,95559
W19202,16,15,19,18669
W19203,7,8,10,8648
W19204,13,6,1,1480
W19205,41,14,15,11398
W19206,1,1,1,1619
W19207,17,10,19,18555
W19209,17,6,4,1695
W19212,3,5,2,3042
W19213,237,40,397,220479
W19214,528,53,808,818602
W19215,13,11,25,14074
W19216,42,14,36,20315
W19217,38,22,43,39807
W19219,3,1,1,258
W19221,5,8,5,5466
W19222,6,10,23,18636
W19223,1,1,2,301
W19224,268,24,77,37752
W19226,136,18,50,27724
W19227,6,13,13,8418
W19228,231,24,279,93846
W19229,52,23,94,46104
W19230,4,4,1,696
W19231,2,1,1,251
W19233,46,25,51,51130
W19234,33,1,1,425
W19235,118,28,126,83843
W19236,155,27,87,34692
W19237,6,8,4,3490
W19238,11,14,9,8725
W19239,10,11,9,5373
W19240,6,9,5,4830
W19242,2,1,1,607
W19243,73,19,58,25969
W19245,123,34,311,161387
W19246,3,4,2,2431
W19247,2,1,2,2737
W19248,2,1,1,172
W19249,4,6,1,1683
W19250,1,1,2,569
W19251,3,3,4,2248
W19252,49,15,20,11832
W19254,22,13,42,35130
W19256,4,6,2,1983
W19257,12,9,10,7264
W19258,11,8,13,6054
W19259,5,4,1,576
W19260,8,5,3,2564
W19261,54,20,30,21560
W19263,5,4,9,3177
W19264,2,1,1,208
W19265,8,11,14,12720
W19266,12,14,11,11477
W19267,2,5,1,1654
W19268,148,29,141,87210
W19269,42,21,49,24079
W19270,8,16,19,14757
W19271,40,12,52,34937
W19272,542,35,128,113848
W19273,374,39,861,325724
W19274,2,3,4,1718
W19275,153,6,4,3438
W19276,6,3,2,1551
W19277,5,2,1,322
W19278,13,10,6,6111
W19279,5,1,6,4885
W19280,83,33,209,123845
W19281,1,1,3,2705
W19282,2,1,2,1843
W19283,5,10,18,27816
W19284,9,1,2,1210
W19286,65,13,15,7877
W19287,23,25,48,51921
W19288,1,1,2,682
W19289,5,1,2,586
W19290,3,1,1,363
W19291,451,32,356,144306
W19292,1,1,2,1973
W19293,21,6,1,1640
W19294,6,1,1,661
W19296,5,1,1,513
W19297,25,20,36,26434
W19298,74,28,134,76945
W19299,20,14,16,14176
W19300,11,4,2,438
W19301,16,10,42,40054
W19302,18,10,18,24212
W19303,3,6,2,2446
W19304,7,10,5,3914
W19306,123,19,69,32223
W19307,463,33,650,382346
W19308,59,14,21,11195
W19309,2,2,2,1210
W19310,30,3,2,527
W19311,10,11,8,6841
W19312,97,32,119,106083
W19314,34,18,40,22698
W19315,3,6,4,1104
W19316,24,10,11,12068
W19318,38,21,46,34779
W19319,14,10,5,4079
W19321,22,18,19,14994
W19322,3,5,5,1969
W19324,4,2,1,314
W19326,10,6,5,4156
W19327,35,11,16,4958
W19328,6,15,19,13560
W19329,23,13,70,14528
W19330,4,6,4,4036
W19331,2,6,4,3311
W19332,15,13,19,13076
W19333,11,12,35,22257
W19334,11,12,7,6106
W19335,10,13,11,13185
W19337,109,24,72,33577
W19338,6,12,8,3868
W19339,7,4,1,453
W19340,6,7,1,1564
W19341,4,1,1,215
W19342,26,14,10,9361
W19343,310,38,431,209810
W19344,11,11,6,5913
W19345,1563,55,1663,1059986
W19346,3,1,1,39
W19348,39,16,13,12662
W19349,3,1,1,505
W19350,5,1,1,219
W19351,3,6,1,1577
W19353,2,3,2,1364
W19354,57,22,70,51715
W19355,34,22,46,27745
W19356,11,10,4,4145
W19357,25,22,24,14526
W19358,26,12,36,17002
W19359,4,1,3,2861
W19360,362,30,272,123757
W19361,2,1,1,1648
W19362,62,26,83,47030
W19363,3,9,4,3758
W19364,39,14,64,25070
W19365,11,12,5,5890
W19366,28,7,8,5235
W19367,7,12,6,6000
W19368,38,22,86,42062
W19371,20,1,1,0
W19372,1,1,3,3273
W19374,8,7,7,3874
W19375,9,5,2,1013
W19376,1315,11,7,783
W19377,14,15,13,10098
W19378,9,12,12,10418
W19379,6,9,2,3183
W19380,3,5,1,1638
W19381,1,1,3,2849
W19382,4,1,1,580
W19383,12,8,1,1664
W19384,4,3,2,325
W19386,23,10,16,12794
W19388,4,4,1,600
W19389,140,45,213,151854
W19390,14,7,3,2721
W19391,4,3,4,3248
W19393,17,3,1,564
W19394,5,3,2,1174
W19395,1,1,1,196
W19396,14,14,20,10617
W19397,3,2,2,1812
W19398,1,1,1,282
W19399,12,11,5,4848
W19400,8,6,6,3137
W19401,6,6,4,1999
W19402,19,17,30,16580
W19403,1,1,1,1510
W19404,2,1,1,328
W19405,7,6,4,2782
W19406,4,7,7,6939
W19407,4,1,1,642
W19409,3,1,4,1753
W19410,161,20,266,151565
W19411,25,11,15,13285
W19412,6,9,11,6256
W19413,5,1,1,1635
W19414,6,1,1,0
W19415,5,1,2,1318
W19416,15,7,1,1654
W19417,33,20,36,23709
W19418,5,1,1,631
W19419,8,6,4,3445
W19420,3,4,3,768
W19421,1,1,1,452
W19422,27,9,7,5857
W19423,1,1,3,1967
W19424,8,10,4,4516
W19425,21,15,19,14773
W19427,4,5,3,3613
W19429,19,3,5,2610
W19430,2,1,3,2574
W19431,3,4,2,1071
W19432,32,19,22,17311
W19433,482,43,839,368108
W19434,9,2,3,2189
W19435,1184,56,3765,1904460
W19436,49,13,15,10432
W19437,74,23,77,43833
W19438,15,10,9,4995
W19439,19,7,4,3492
W19440,4,2,2,244
W19441,9,9,4,5277
W19442,8,10,10,10108
W19443,7,11,14,9675
W19444,49,10,17,7233
W19445,146,12,20,12396
W19446,46,23,60,46926
W19447,245,35,231,148355
W19448,660,40,399,218597
W19449,11,10,7,4754
W19450,1,1,3,1294
W19451,29,8,10,5651
W19452,194,34,303,182438
W19455,12,6,2,2536
W19456,9,6,2,1828
W19457,15,17,18,14589
W19459,4,1,1,0
W19461,269,41,383,222089
W19462,6,11,9,7707
W19465,3,5,1,1618
W19466,1,1,2,2280
W19467,2,1,2,3212
W19468,90,23,48,24564
W19469,4,1,1,489
W19471,3,1,2,2262
W19472,14,4,3,733
W19473,1,1,1,0
W19474,120,23,68,44985
W19475,7,7,6,6670
W19476,337,35,354,208829
W19477,2,1,1,387
W19479,12,13,15,10083
W19480,3,1,1,0
W19481,9,5,2,1435
W19483,7,15,9,6973
W19485,2,5,2,3224
W19486,8,10,3,4874
W19487,5,1,1,89
W19488,5,5,1,1590
W19490,22,16,65,30161
W19491,4,7,4,3702
W19495,1,1,1,1018
W19497,34,16,19,13387
W19499,16,2,1,419
W19502,67,25,40,56060
W19503,21,15,51,25262
W19504,1,1,1,766
W19505,1,1,2,1992
W19506,3,3,1,1154
W19507,2,1,1,1455
W19508,9,10,32,31448
W19509,7,5,3,2390
W19512,40,27,53,58343
W19514,5,7,2,2137
W19515,5,1,1,0
W19516,10,9,19,9246
W19517,10,5,4,2587
W19518,2,5,2,2047
W19520,93,15,45,31577
W19521,4,1,1,162
W19522,16,2,3,2778
W19523,3,1,2,1300
W19524,2,2,2,417
W19525,99,17,52,22885
W19527,10,10,5,6261
W19529,31,14,14,15509
W19530,10,20,41,35916
