"WID","login_count","level","playcount_sum","playtime_sum"
W14102,6,6,10,4820
W14103,33,17,16,15904
W14104,6,4,2,1071
W14106,8,1,1,569
W14107,160,18,23,11737
W14109,6,11,9,10231
W14110,2,6,1,1644
W14111,2,3,1,753
W14112,1,1,1,1510
W14113,1627,51,2261,1037959
W14114,5,4,2,1700
W14115,12,5,2,2921
W14116,6,5,3,4310
W14117,24,6,2,1561
W14118,817,45,1202,444387
W14119,33,4,4,835
W14120,13,12,4,3497
W14121,7,5,2,1650
W14122,5,1,1,721
W14123,12,4,3,1989
W14124,80,24,63,31926
W14125,10,11,5,5892
W14126,7,9,4,3062
W14127,32,7,3,3712
W14128,745,46,973,550932
W14129,88,27,85,64276
W14131,46,14,18,15981
W14132,1,1,1,1666
W14133,141,35,203,101740
W14135,901,41,523,272237
W14136,86,30,152,121689
W14138,211,30,168,64744
W14139,587,33,196,102055
W14141,38,17,39,21752
W14143,1,1,1,1546
W14144,5,4,1,694
W14145,30,6,1,1577
W14146,6,2,1,585
W14147,1,1,2,1732
W14148,15,14,4,5608
W14149,7,1,2,978
W14150,216,35,275,133185
W14151,117,18,11,16459
W14152,64,24,25,15538
W14153,435,39,276,173898
W14154,193,18,76,30314
W14156,103,23,71,44802
W14157,19,4,10,4363
W14159,9,6,2,1830
W14160,23,9,3,2850
W14161,5,6,2,2814
W14164,37,22,39,29834
W14165,26,1,1,89
W14167,18,9,9,7397
W14171,1,1,1,1545
W14172,5,5,3,2944
W14173,4,6,2,2458
W14174,127,32,212,108531
W14175,327,32,48,67572
W14177,6,10,6,5889
W14179,34,18,28,30627
W14180,20,16,15,12496
W14181,4,5,3,2628
W14182,11,8,4,3382
W14184,32,21,45,29160
W14185,15,16,21,14961
W14186,792,58,2263,1371815
W14189,56,14,35,16812
W14190,36,16,13,8235
W14192,7,1,2,826
W14193,2,1,1,1623
W14194,9,5,6,1853
W14195,8,8,5,3554
W14196,84,16,188,88664
W14197,27,11,9,12354
W14199,5,2,5,2247
W14201,5,1,1,561
W14202,53,28,68,59036
W14205,48,7,2,2399
W14206,15,10,3,4233
W14207,21,10,6,4308
W14209,8,11,6,5978
W14210,5,1,1,744
W14212,3056,64,5732,2718399
W14213,24,26,64,48950
W14214,21,9,4,4475
W14215,3,5,1,1647
W14216,23,7,8,7929
W14218,2,6,3,4396
W14219,10,9,3,4867
W14222,7,15,14,9021
W14223,3,5,1,1798
W14224,24,22,36,35459
W14225,7,2,6,3296
W14228,2,1,2,597
W14229,10,12,14,7372
W14230,145,28,34,21175
W14231,11,10,4,6088
W14232,40,23,29,40240
W14233,17,9,7,3349
W14234,2,1,1,127
W14236,22,13,7,7373
W14237,5,3,3,1155
W14238,10,8,3,3729
W14239,5,7,2,3082
W14240,127,21,28,14562
W14241,2,3,1,517
W14242,143,27,73,41497
W14243,36,21,29,14738
W14244,2,1,1,263
W14245,8,8,1,282
W14246,12,13,8,6728
W14247,58,28,167,77698
W14250,2,1,1,0
W14251,5,1,3,3077
W14252,163,10,3,4022
W14253,14,14,21,9014
W14254,55,6,2,1472
W14255,264,42,569,282538
W14256,8,3,3,881
W14257,39,27,49,40680
W14258,26,16,6,4183
W14259,1,1,1,485
W14261,2,1,1,1273
W14262,1,1,1,83
W14264,255,40,470,270028
W14265,88,26,57,35901
W14266,24,19,39,16288
W14268,4,3,2,1284
W14270,9,3,2,988
W14271,16,19,24,20470
W14272,9,16,9,11213
W14273,19,5,6,4060
W14274,37,20,25,27409
W14277,3,1,2,944
W14278,17,14,11,8756
W14279,176,25,69,39380
W14280,4,10,3,2771
W14281,5,11,4,5372
W14283,16,11,27,11714
W14284,20,10,3,3528
W14285,18,6,6,4928
W14287,62,10,3,4672
W14288,2149,58,2405,1653874
W14289,36,15,21,9785
W14290,22,19,18,14480
W14291,2,1,1,0
W14292,5,1,1,573
W14293,2,3,2,1860
W14295,340,44,782,367959
W14297,12,18,11,11952
W14298,1,1,1,1591
W14299,3,5,2,1825
W14300,68,33,92,82454
W14301,3,1,1,1024
W14302,24,15,8,6018
W14303,3,10,4,2554
W14304,14,12,5,6880
W14305,17,21,20,21630
W14306,6,9,1,1194
W14307,32,13,10,13880
W14309,73,26,73,46883
W14311,2,1,2,810
W14312,75,24,91,46136
W14313,1,1,1,220
W14314,20,10,3,4259
W14315,2,6,2,3021
W14316,15,14,18,17497
W14317,4,1,2,1611
W14318,2,1,1,706
W14319,69,1,1,89
W14320,1,1,1,1565
W14322,47,18,21,22947
W14323,609,45,2343,769113
W14325,2,1,1,1400
W14327,49,25,118,57651
W14328,58,19,35,23327
W14329,94,23,92,36986
W14331,8,14,15,9780
W14332,4,3,3,1483
W14335,4,8,6,4921
W14336,3,2,1,60
W14337,183,42,306,276347
W14338,1,1,3,4544
W14339,70,35,181,119225
W14340,32,6,3,1820
W14342,72,24,118,47109
W14343,2066,33,133,95334
W14344,395,47,736,391801
W14345,8,10,8,7628
W14346,64,18,15,17426
W14347,5,6,1,1677
W14348,78,31,63,76460
W14349,5,16,11,13859
W14351,1,1,1,611
W14352,1311,49,1289,608538
W14353,62,22,48,22012
W14354,192,35,409,172783
W14356,39,12,2,3124
W14357,3,1,4,5239
W14358,56,32,183,120719
W14359,48,18,29,21445
W14360,40,20,33,21686
W14361,5,1,1,716
W14363,9,3,4,2125
W14364,1531,65,4339,2445817
W14365,14,1,3,2282
W14366,5,2,1,267
W14368,3,5,1,1624
W14369,12,14,11,14839
W14370,25,22,20,28253
W14372,174,28,142,66312
W14373,10,12,10,12163
W14374,122,20,17,15050
W14376,6,6,1,1537
W14377,11,9,6,4183
W14379,196,25,55,32351
W14381,3,1,1,1501
W14382,41,21,16,13965
W14383,31,22,28,36920
W14384,51,17,39,12782
W14385,1004,51,1330,751563
W14386,20,9,9,5225
W14387,10,5,3,1622
W14388,10,8,5,3288
W14389,188,27,217,88059
W14390,94,30,170,77848
W14391,12,4,1,1322
W14392,29,19,23,16951
W14393,5,11,3,4665
W14394,4,3,1,886
W14395,51,25,96,39202
W14396,3,1,1,0
W14397,41,16,6,2252
W14398,112,26,79,66966
W14399,19,16,19,13293
W14400,3,7,3,4508
W14401,19,16,22,11401
W14402,4,3,5,5083
W14403,12,1,3,1218
W14404,5,12,7,10485
W14405,101,31,189,98286
W14406,10,13,9,12913
W14407,8,2,1,291
W14408,28,19,19,16789
W14409,6,1,1,641
W14410,242,43,462,290145
W14412,19,1,3,1247
W14413,291,31,92,87367
W14414,2,1,1,1617
W14416,302,40,502,242783
W14417,39,13,10,13071
W14418,414,43,491,276525
W14419,12,9,5,3053
W14420,6,10,4,4605
W14421,25,16,19,9899
W14422,5,1,2,1943
W14424,1005,50,882,429561
W14425,16,17,18,12563
W14427,1,1,2,1851
W14428,105,29,208,109304
W14429,25,21,29,29105
W14430,18,18,18,17582
W14431,18,19,19,23054
W14432,12,1,1,1553
W14433,2,1,1,1613
W14434,3,3,3,3873
W14435,79,25,92,39059
W14436,5,10,4,4544
W14437,37,17,20,16312
W14438,35,25,92,55980
W14439,3,1,1,719
W14442,40,15,112,67343
W14443,4,1,1,807
W14444,5,6,1,1609
W14445,4,1,2,179
W14448,4,1,7,3690
W14449,89,25,61,40536
W14450,10,13,10,11633
W14451,3,1,2,2166
W14454,21,14,15,8461
W14456,7,1,1,265
W14457,12,11,6,5710
W14458,4,1,2,677
W14459,5,2,2,904
W14461,53,24,146,94896
W14462,14,20,13,13413
W14464,5,6,1,1493
W14465,7,14,8,2993
W14467,7,8,1,370
W14468,171,26,38,43643
W14469,43,18,13,10011
W14470,8,3,1,1113
W14471,7,11,7,7090
W14472,2,6,1,1621
W14473,4,3,1,745
W14474,36,17,18,15254
W14475,65,29,59,70276
W14476,95,27,70,39876
W14477,21,11,11,10650
W14478,3,6,2,1589
W14479,11,17,10,9471
W14481,148,22,95,41298
W14482,10,3,2,1225
W14483,31,10,24,10864
W14485,13,13,10,7967
W14486,4,4,1,528
W14487,140,28,81,54377
W14488,27,11,10,7234
W14489,1,1,1,1574
W14490,9,5,6,2574
W14492,45,18,29,14515
W14493,382,36,172,88280
W14494,28,6,4,2718
W14495,26,11,7,5062
W14496,135,23,35,26835
W14497,1103,40,1219,405810
W14498,4,2,1,244
W14499,2,1,1,508
W14502,40,24,34,31498
W14503,2,1,1,1455
W14504,11,16,15,15597
W14505,18,19,12,17168
W14506,6,11,3,3124
W14507,3,1,1,211
W14508,3,5,2,3153
W14509,45,10,47,21235
W14510,20,18,29,18487
W14511,7,4,3,385
W14512,539,35,741,378056
W14513,2,1,1,404
W14514,20,12,10,7551
W14515,2,1,2,2273
W14516,7,4,1,1160
W14517,5,6,3,2716
W14518,3,1,1,1581
W14519,711,42,1018,389751
W14520,4,3,2,746
W14522,8,2,1,1460
W14523,7,6,2,1649
W14524,57,11,7,7536
W14526,14,10,3,4636
W14527,3,5,1,1535
W14529,6,5,2,2695
W14530,2069,56,1034,774885
W14532,196,30,356,138465
W14533,3,1,1,1195
W14534,30,17,29,18907
W14535,6,10,20,13568
W14536,102,25,87,32571
W14538,10,1,2,713
W14539,31,15,8,6670
W14540,3,1,1,556
W14541,410,49,610,515014
W14542,6,2,2,1078
W14543,914,45,1164,494924
W14544,2,6,2,3200
W14545,1,1,1,866
W14547,9,9,4,5016
W14548,34,10,19,13959
W14549,414,41,684,325432
W14551,2,1,2,2701
W14552,2,1,2,724
W14553,3,5,1,1527
W14555,174,37,491,236954
W14556,16,11,2,3167
W14558,8,5,4,3689
W14559,6,1,2,780
W14560,4,1,2,634
W14563,47,18,47,21368
W14564,2,1,1,1150
W14565,115,29,246,123648
W14567,74,25,38,36010
W14568,37,23,86,43889
W14569,27,23,37,46331
W14571,158,28,104,54824
W14573,22,16,13,12509
W14575,11,11,12,8901
W14576,685,33,311,136633
W14577,2976,51,1738,872047
W14578,78,24,42,23119
W14579,9,4,2,567
W14580,212,40,300,207144
W14581,7,11,7,6923
W14582,52,21,31,15675
W14584,8,11,4,2174
W14585,29,10,33,20575
W14586,16,1,2,275
W14587,3,6,3,3973
W14588,2,1,2,812
W14590,8,7,3,4499
W14594,3,1,2,1643
W14595,4,8,2,3123
W14597,1,1,1,1605
W14598,1071,52,504,578255
W14600,1,1,1,1600
W14601,12,16,16,17435
W14602,318,36,860,238116
W14603,9,4,1,216
W14604,234,29,169,65442
W14606,34,6,3,1557
W14607,37,9,5,3024
W14608,38,17,2,3128
W14609,6,3,2,557
W14611,1,1,1,1622
W14613,17,7,2,2941
W14614,22,16,17,10858
W14616,8,14,9,5650
W14617,12,11,8,8963
W14620,2,1,1,242
W14621,142,39,231,141664
W14622,12,6,1,1607
W14623,12,10,5,6554
W14624,59,24,45,23715
W14626,4,8,2,3054
W14627,6,10,4,4599
W14628,817,40,850,339973
W14629,1,1,2,1874
W14632,33,12,14,8628
W14635,5,10,6,7042
W14636,373,41,601,273422
W14637,277,32,178,100255
W14638,68,11,15,9389
W14640,247,43,443,253185
W14641,61,16,36,14941
W14642,65,29,129,108327
W14643,979,32,98,89657
W14644,8,1,1,0
W14645,7,6,1,1542
W14646,6,9,2,1761
W14647,79,25,91,37997
W14648,1,1,1,1593
W14649,29,28,30,46836
W14650,234,33,53,47127
W14651,80,26,100,51596
W14653,30,13,16,10332
W14654,40,6,7,3065
W14655,7,13,19,14177
W14657,5,4,2,1977
W14658,7,6,4,2274
W14659,18,19,21,20311
W14660,3,1,2,1342
W14661,31,12,8,7528
W14662,10,14,7,7321
W14663,94,28,41,44056
W14664,16,23,17,25651
W14665,15,5,1,1575
W14666,461,44,276,182778
W14667,6,2,1,200
W14668,3,1,1,346
W14669,48,15,27,14535
W14670,254,42,889,347763
W14675,45,21,55,28528
W14676,2,1,3,795
W14677,28,16,16,9586
W14678,429,39,508,243040
W14679,15,24,22,30919
W14681,17,12,13,7965
W14682,35,16,21,11908
W14683,1,1,1,1489
W14684,12,9,6,6760
W14685,31,18,17,9560
W14686,230,38,742,328369
W14687,23,19,23,14150
W14690,364,37,221,124621
W14691,2348,58,3456,1249629
W14692,494,52,776,738606
W14693,11,1,3,2787
W14694,117,23,45,24826
W14695,24,29,65,63055
W14696,6,4,3,1148
W14697,212,32,261,106915
W14698,15,13,5,4894
W14700,6,10,6,3694
W14701,4,1,3,4152
W14702,3,1,2,1977
W14704,3,1,2,213
W14706,13,14,1,0
W14707,12,7,3,2660
W14708,145,30,101,44781
W14709,1,1,2,2245
W14710,17,15,15,12133
W14711,19,18,19,13587
W14712,17,17,13,14167
W14713,6,1,1,182
W14714,12,3,1,832
W14715,46,2,1,89
W14716,2,1,1,216
W14718,2,1,1,897
W14719,178,41,178,200088
W14721,44,16,25,21420
W14722,140,28,111,64576
W14724,8,11,7,5303
W14725,41,21,47,38297
W14726,12,18,21,18843
W14727,10,16,9,12049
W14728,7,11,7,6003
W14729,643,44,937,398615
W14730,2,1,1,1702
W14731,5,8,3,2528
W14732,11,11,5,5569
W14733,7,9,8,5517
W14734,211,43,553,412147
W14735,2,5,2,3400
W14736,3,1,1,523
W14737,2,1,1,207
W14738,41,25,74,38648
W14739,2,1,1,1412
W14740,8,10,6,7635
W14741,20,14,5,4391
W14742,76,26,118,46929
W14743,3,1,1,1295
W14744,19,22,18,22095
W14745,12,4,2,1274
W14746,7,3,2,943
W14747,5,1,1,0
W14748,73,37,229,131854
W14749,3,1,1,216
W14750,4,5,3,2354
W14751,3,1,1,436
W14752,120,27,77,85709
W14753,504,38,54,25330
W14754,228,39,387,220308
W14756,10,14,13,12730
W14757,28,20,45,19595
W14758,5,3,3,834
W14759,2,2,2,641
W14762,6,3,1,278
W14763,8,13,4,4713
W14764,541,31,369,146887
W14765,6,4,2,1074
W14766,7,4,1,1447
W14767,35,23,46,27442
W14768,3,1,1,703
W14769,6,8,2,982
W14770,127,28,115,49048
W14771,70,26,52,42855
W14772,1,1,2,2750
W14773,394,25,98,50459
W14774,13,25,43,57790
W14776,5,3,1,269
W14778,90,15,46,18052
W14779,20,12,21,10658
W14782,6,15,9,8226
W14783,20,8,6,7335
W14784,20,13,5,6487
W14785,110,34,112,104232
W14786,202,33,240,121653
W14787,1986,61,1657,1789151
W14788,12,6,2,1889
W14789,17,19,8,7022
W14790,122,27,226,71720
W14791,3,1,4,3726
W14793,3,8,3,4711
W14794,35,20,46,28216
W14795,10,10,26,11185
W14797,6,1,1,0
W14800,4,8,7,3672
W14801,10,4,2,1228
W14803,11,8,12,9130
W14804,1,1,1,208
W14805,248,35,261,133022
W14806,2,6,3,3477
W14807,3,2,1,24
W14808,65,23,60,29840
W14810,3,2,1,702
W14812,36,24,35,30503
W14813,828,40,194,220078
W14814,20,15,27,15929
W14815,3,1,2,923
W14816,35,14,18,12258
W14817,17,10,6,3025
W14818,71,21,2,1501
W14820,8,2,2,98
W14821,7,4,1,444
W14822,3,1,1,215
W14823,252,16,7,4489
W14824,1420,52,2667,1162596
W14825,2,3,1,1334
W14826,6,1,1,219
W14827,26,2,1,236
W14828,15,12,1,1498
W14829,6,10,11,7519
W14830,27,12,22,8082
W14831,4,1,3,2428
W14832,2404,54,2415,1154260
W14833,19,23,36,32786
W14834,70,28,91,41050
W14836,43,12,17,10359
W14837,45,16,37,30750
W14838,9,1,5,1039
W14839,28,9,16,14496
W14840,100,32,100,93596
W14843,3,6,2,1826
W14844,34,22,35,21724
W14845,17,6,1,1539
W14846,20,26,26,37327
W14847,2,1,1,0
W14848,11,1,3,2904
W14849,36,16,12,9589
W14850,3,3,2,933
W14851,3,4,3,3113
W14852,10,12,5,5959
W14853,23,11,14,8099
W14854,5,2,2,1244
W14855,161,27,174,54599
W14856,108,11,11,7500
W14858,21,17,13,10432
W14860,162,32,140,91724
W14861,16,11,11,7792
W14862,4,1,2,1579
W14863,6,6,3,1799
W14864,116,21,117,42778
W14866,83,31,93,71234
W14867,8,1,1,493
W14868,959,41,521,254865
W14869,23,22,30,29582
W14870,11,5,3,557
W14871,2,5,3,3386
W14872,1,1,2,0
W14873,5,1,3,284
W14874,3,6,1,1552
W14876,61,27,141,90162
W14877,142,25,157,75349
W14878,5,9,6,5771
W14879,85,24,133,57236
W14880,8,16,22,14315
W14881,268,35,190,88369
W14882,3,1,2,839
W14883,55,21,67,34764
W14884,6,5,2,1957
W14885,24,25,50,41106
W14887,20,15,12,11970
W14888,5,2,1,403
W14889,6,1,5,4318
W14890,3,1,2,1009
W14892,7,6,2,3160
W14893,3,1,1,377
W14894,13,10,12,7715
W14896,20,13,13,11440
W14897,13,16,10,14331
W14898,3,2,3,1506
W14899,5,4,2,963
W14900,1308,50,1721,757047
W14902,6,14,10,8872
W14903,4,3,9,4602
W14905,12,3,1,270
W14906,6,12,9,5220
W14907,14,11,20,11827
W14908,174,32,130,66996
W14909,19,15,20,13149
W14912,63,28,119,73581
W14914,1009,51,1748,845136
W14915,311,20,176,62948
W14916,145,30,167,72848
W14917,31,18,23,9278
W14919,144,31,152,109202
W14920,17,7,1,0
W14923,6,2,1,912
W14924,16,2,2,463
W14926,112,11,34,13482
W14927,23,19,15,16238
W14928,18,8,6,5414
W14929,19,17,9,5835
W14930,10,8,4,3729
W14932,2,4,1,418
W14933,27,18,31,13979
W14934,16,10,21,12072
W14935,36,16,17,10098
W14936,183,28,138,71358
W14937,7,4,1,1500
W14938,174,38,407,207268
W14939,374,43,705,356445
W14940,83,27,76,44259
W14941,196,16,21,14264
W14942,8,5,8,3297
W14943,1,1,1,1473
W14945,9,14,10,9744
W14946,4011,56,2673,1223294
W14948,57,22,30,24523
W14949,3,7,3,3512
W14950,1,1,2,2119
W14951,3,6,3,3705
W14952,4,1,1,1553
W14954,280,42,217,227775
W14956,3,1,1,916
W14957,9,12,7,8872
W14958,89,25,113,50850
W14960,71,22,10,13301
W14962,260,33,198,82943
W14963,25,1,1,241
W14964,23,13,18,7092
W14966,1476,50,1962,913399
W14967,9,8,2,424
W14968,11,10,4,3986
W14969,22,6,7,4059
W14971,33,22,35,22837
W14972,19,16,52,24620
W14975,75,23,76,41993
W14976,59,13,24,16564
W14977,13,11,12,10064
W14978,20,20,47,28104
W14979,5,1,1,1546
W14980,6,6,1,1576
W14981,142,28,48,71897
W14982,5,1,1,70
W14983,6,4,1,1009
W14984,5,3,1,1271
W14986,34,16,42,17186
W14987,1631,60,3707,2070498
W14988,330,29,222,114529
W14989,25,16,12,8329
W14990,52,24,39,50515
W14991,22,13,1,281
W14992,1,1,1,1571
W14993,20,9,12,6521
W14994,44,16,4,3249
W14995,25,24,40,47347
W14996,28,28,69,57810
W14997,90,27,112,54241
W14999,5,1,1,409
W15000,5,2,1,62
W15001,5,6,2,1972
W15002,3,8,13,8782
W15003,11,11,7,4405
W15005,28,12,13,7337
W15006,12,5,2,1588
W15008,3,3,1,994
W15009,79,24,62,28595
W15011,6,6,1,1550
W15012,2,1,4,5062
W15013,90,15,5,6945
W15014,11,7,2,1822
W15015,14,1,2,387
W15016,199,26,241,87695
W15017,12,19,17,15050
W15019,10,7,5,3100
W15020,163,35,344,153354
W15021,42,22,59,30643
W15022,104,27,146,62924
W15023,35,18,24,18039
W15024,74,34,302,148005
W15026,9,5,3,938
W15027,2,1,1,214
W15028,211,30,192,88718
W15031,142,31,138,91346
W15032,2233,54,2507,1171000
W15033,25,9,3,2631
W15034,2,1,5,3578
W15035,383,49,948,653234
W15036,35,17,16,13768
W15037,7,5,1,864
W15038,35,23,29,27907
W15039,5,4,3,1756
W15040,244,39,281,177262
W15041,158,24,58,28008
W15042,1,1,1,363
W15043,3,4,3,2216
W15044,9,9,5,5041
W15045,5,8,4,3853
W15046,4,11,3,2181
W15048,2,1,1,1581
W15049,10,18,11,8395
W15051,29,16,26,19049
W15053,2,2,1,126
W15054,10,16,23,20441
W15055,43,10,17,9233
W15056,42,21,39,33702
W15057,88,27,63,63324
W15058,7,10,5,4325
W15059,1,1,1,956
W15060,2,1,1,316
W15061,2,1,2,2040
W15062,11,12,10,11019
W15063,31,12,39,18804
W15065,14,17,10,9154
W15066,4,1,1,438
W15067,44,24,41,22448
W15068,8,12,5,6602
W15069,7,5,1,1567
W15070,5,13,17,19150
W15071,16,14,11,10590
W15072,24,14,17,12033
W15073,26,15,9,4975
W15074,20,12,12,12688
W15075,7,7,2,3298
W15076,27,5,2,2941
W15077,28,7,7,6212
W15078,224,37,285,140024
W15079,40,6,2,2671
W15080,35,12,7,3012
W15081,225,36,109,142301
W15082,6,15,6,6584
W15083,198,47,351,406277
W15084,47,20,6,8767
W15086,18,14,17,13500
W15087,1,1,2,2557
W15088,5,5,2,3188
W15089,15,11,19,8912
W15090,5,1,1,1576
W15091,3,1,1,192
W15092,4,3,2,460
W15093,9,7,2,2214
W15094,2,1,1,0
W15095,8,13,7,7423
W15096,22,13,9,5700
W15097,19,15,9,10153
W15098,18,14,9,1830
W15101,3,1,5,3301
W15102,3,1,1,408
W15103,15,7,8,6630
W15104,42,28,72,69203
W15105,32,17,1,797
W15106,5,4,6,2182
W15107,7,10,3,2470
W15109,2,6,3,4903
W15110,1,1,1,1518
W15111,8,8,2,548
W15112,81,24,77,34170
W15113,23,13,8,4353
W15114,9,13,18,19901
W15115,19,11,1,824
W15116,376,54,812,798467
W15117,9,10,4,4152
W15118,9,10,7,5800
W15119,7,6,3,4417
W15120,31,22,46,45713
W15122,60,23,153,64248
W15123,3,1,1,733
W15124,3,5,2,3177
W15126,13,14,14,11112
W15127,12,1,1,266
W15129,11,5,2,2268
W15130,12,2,2,1253
W15131,13,3,9,3818
W15132,462,42,1028,432977
W15133,22,15,11,11517
W15134,6,2,3,933
W15135,16,10,5,6281
W15136,4,8,1,296
W15137,111,34,105,75293
W15138,94,31,88,81172
W15140,14,2,3,2463
W15141,8,1,1,1116
W15142,16,6,8,5445
W15143,92,22,108,51789
W15145,64,17,39,24343
W15146,1526,52,1967,961301
W15147,16,12,5,5969
W15148,51,30,49,71162
W15149,12,27,31,39963
W15150,3,5,1,1670
W15151,9,1,3,800
W15152,18,13,10,7386
W15153,9,8,9,7774
W15154,34,21,34,30698
W15155,5,2,1,472
W15156,400,40,287,188737
W15158,70,18,8,5877
W15162,8,8,5,6220
W15163,4,2,8,2641
W15164,2,1,2,397
W15165,1,1,1,1573
W15166,32,12,11,8911
W15167,141,26,30,18450
W15169,24,15,13,10053
W15170,38,18,38,17999
W15171,4,5,3,4742
W15173,1,1,1,1449
W15174,6,4,4,1755
W15177,58,21,36,24288
W15178,18,12,6,5878
W15179,30,1,1,229
W15180,79,24,30,24235
W15182,26,6,1,1672
W15183,105,31,160,83753
W15184,135,31,290,146080
W15185,1358,50,1897,925009
W15186,123,27,62,33464
W15188,9,16,14,12162
W15190,43,27,64,39009
W15192,6,7,8,5619
W15193,11,11,1,1608
W15194,1,1,2,1556
W15196,3,2,1,321
W15197,216,30,204,104069
W15198,10,16,18,16371
W15199,33,14,19,8847
W15200,3,6,8,4393
W15201,9,9,5,5850
W15202,10,5,5,3240
W15203,17,11,4,2126
W15204,9,5,14,10652
W15205,11,12,49,18469
W15206,2,4,2,1635
W15207,11,7,3,4666
W15208,5,5,1,1578
W15209,5,18,9,9840
W15210,14,18,25,17864
W15211,27,18,31,17445
W15212,59,26,92,46601
W15213,6,5,3,3238
W15216,5,4,5,2970
W15217,121,20,61,25772
W15218,69,18,75,32117
W15219,43,26,39,24746
W15221,1,1,3,3328
W15222,31,19,34,17977
W15223,11,13,4,5738
W15225,707,41,678,294689
W15226,1201,50,1617,1762522
W15227,3,1,2,1382
W15228,9,10,5,6414
W15229,57,31,88,71047
W15230,133,26,79,47603
W15231,5,5,2,1763
W15232,90,24,43,34250
W15233,187,31,186,91151
W15234,3,3,1,1022
W15235,3,1,1,164
W15236,1,1,3,2624
W15237,2807,48,1417,781142
W15238,44,19,45,24111
W15240,1,1,1,361
W15241,11,18,31,17695
W15242,11,15,5,4781
W15243,66,23,123,54998
W15244,45,1,1,0
W15245,1,1,1,220
W15246,3,1,4,3437
W15247,14,1,1,89
W15248,156,39,199,212851
W15249,3,2,2,1574
W15250,1,1,1,346
W15251,8,8,5,4208
W15252,12,10,5,4789
W15253,30,26,48,27958
W15254,4,5,3,4267
W15255,17,18,7,10376
W15257,65,17,12,9492
W15258,42,17,16,11226
W15260,6,13,5,7030
W15262,17,2,1,522
W15263,78,11,61,33994
W15264,17,9,5,4069
W15265,21,15,9,6742
W15266,21,15,10,11213
W15267,6,9,7,7565
W15268,16,8,2,761
W15269,13,11,15,11070
W15270,7,1,1,0
W15271,56,18,23,18190
W15272,89,41,159,188552
W15273,3,1,2,1232
W15274,2,1,1,296
W15275,618,47,1168,593438
W15276,20,17,19,17797
W15277,2,1,1,785
W15278,128,20,37,25062
W15279,1,1,2,3209
W15280,11,1,1,88
W15281,16,1,1,255
W15282,61,20,67,36704
W15283,348,37,459,237264
W15284,1,1,1,1561
W15285,883,31,68,73270
W15286,158,17,13,19880
W15287,13,14,12,14025
W15288,3,5,1,1560
W15289,5,15,15,10675
W15291,62,18,37,20495
W15293,9,6,4,3582
W15294,8,9,6,6389
W15295,1,1,1,791
W15296,4,1,2,1021
W15297,4,6,1,1555
W15298,3,8,3,1959
W15299,11,6,4,3693
W15301,39,10,2,2144
W15302,31,6,1,1621
W15303,11,10,8,6562
W15304,2,1,1,245
W15305,60,19,45,25273
W15306,40,14,17,13275
W15307,2,1,1,1529
W15308,2,5,1,1566
W15309,4,7,7,3483
W15310,15,12,9,4648
W15311,9,4,3,3871
W15312,98,19,30,22403
W15313,453,41,378,243902
W15314,28,16,11,10333
W15315,3,1,1,460
W15317,5,8,3,3452
W15319,14,21,19,28881
W15320,12,9,7,8362
W15321,38,21,42,22912
W15322,80,25,105,49945
W15323,21,4,1,463
W15324,2,1,2,2279
W15326,307,38,581,222623
W15327,29,15,10,9511
W15328,12,10,8,9930
W15329,17,15,9,7848
W15331,10,5,3,1171
W15332,29,12,4,3444
W15333,36,11,12,7100
W15334,3,1,3,830
W15335,18,13,10,8199
W15336,1276,50,2731,984512
W15337,398,42,915,379002
W15338,14,5,1,1618
W15339,108,29,295,134959
W15340,2,1,2,2953
W15341,71,34,196,135432
W15342,4,2,3,1945
W15343,37,18,17,18249
W15344,17,12,10,12119
W15345,55,13,10,8975
W15346,2,1,2,573
W15347,41,23,34,38887
W15348,3,6,4,4647
W15349,9,5,3,2170
W15350,434,34,441,216882
W15351,217,35,180,102175
W15352,1,1,1,1547
W15353,17,9,4,3193
W15354,42,19,73,29803
W15356,12,10,4,3878
W15357,20,11,7,8273
W15358,497,38,394,210767
W15359,11,15,9,9937
W15360,125,30,105,87309
W15361,1,1,1,942
W15362,4,3,4,4264
